id;question;answers.a;answers.b;answers.c;answers.d;answers.e;correct_answers;nbr_correct_answers
6cb14cbfad28e0a98fe0215e6731da08ae26ceaef7dff3da1677ea46905ea961;Parmi les propositions suivantes concernant le méningocoque, quelle(s) est (sont) celle(s) qui est (sont) exacte(s) ?;C'est un diplocoque à Gram négatif;Il peut être présent dans la flore rhinopharyngée du sujet normal;La différenciation des sérogroupes se fait grâce aux antigènes protéiques pariétaux;C'est un agent de maladie sexuellement transmissible;Il existe un vaccin contre le sérogroupe A;a|b|e;3
901601489aafa0dd742081f971b267d5643a625d74c0c45ead011ada91af05a7;Parmi les pathologies suivantes, quelles sont celles que l'on peut attribuer généralement à Neisseria gonorrhoeae ?;Méningite;Pneumonie atypique aiguë;Urétrite aiguë;Arthrite;Conjonctivite néonatale;c|d|e;3
cd2586354c051e042d2402915b6192249f4192931c20fd9e2ecc91e5879e1e56;Parmi les propositions suivantes concernant les récipients pour préparations injectables, laquelle (lesquelles) est (sont) exacte(s)?;Les flacons de verre ont une résistance hydrolytique élevée en surface;Les solutions injectables sont conditionnées en ampoule de verre type III;Les poches pour préparations injectables sont généralement en PVC;Les poches pour mélange ternaire pour alimentation parentérale totale sont en polymère plastique coloré dans la masse pour protéger de la lumière;Les cartouches sont des petits flacons de verre sans fond, fermés aux deux extrêmités par un bouchon de caoutchouc;a|c|e;3
bcb72d7290fb9713d7b56d7436335aa8cb1c01e2edba9083422882edbc80c77e;Parmi les clairances suivantes, laquelle (ou lesquelles) mesure(nt) la filtration glomérulaire?;Clairance du phosphore;Clairance de l'urée;Clairance de l'inuline;Clairance de l'acide para-amino-hippurique;Clairance de la créatinine;c|e;2
4d65926dc36092474849aeb4516418df9dd6351959437333b0439fe498d87f00;Parmi les propositions suivantes, indiquer la (les) proposition(s) exacte(s)? L'HCG est une hormone:;Sécrétée par le placenta;Sécrétée par l'ovaire;Sécrétée par l'ante-hypophyse;Sécrété par l'hypothalamus;Qui permet le diagnostic précoce de grossesse;a|e;2
1e5c1f12bc84b59e545cad379c327af1ecabd6fbd8a0a78e3cda6876aa480155;Pour mettre en oeuvre une réaction de précipitation, quel(s) type(s) d'antigène(s) peut-on utiliser?;Un antigène particulaire;Une solution de protéines;Un sérum humain;Des particules de latex sensibilisées;Une suspension de salmonelles traitées par le formol;b|c;2
8f882f33c36b95ae2641b9ad825d0a4a2eb7e07b73fd103c4f01f3966bfc4260;Les effets du cortisol sur le métabolisme se traduisent par:;Un hypercatabolisme protidique;Une hyperglycémie;Une hypocholestérolémie;Une diminution de la néoglucogénèse;Une élévation de la concentration des protéines plasmatiques;a|b;2
b415436e00a47388c907101d5b48e063ee8b930c42e6251f3eac246d55bb8862;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? L'activation des récepteurs bêta-adrénergiques par le salbutamol provoque:;Une bronchoconstriction;Un myosis;Une vasodilatation;Une relaxation utérine;Une stimulation de la sécrétion d'insuline;c|d|e;3
a3d21374330f5c7ad85f4feee03354687f75f6299a03352523499b9042522b77;Parmi les rayonnements ci-dessous, quel(s) est (sont) celui (ceux) qui n'est (ne sont) pas ionisant(s)?;Rayons X;Rayonnement infrarouge;Rayonnement ultraviolet;Rayonnement alpha;Rayonnement bêta;b|c;2
674781039b60406f34d86f24582690d075ad524c0d717c10d5fae5c816df8483;Les chaînes légères des immunoglobulines:;Sont de deux types différents;Dans une même molécule sont identiques;Expriment toutes des spécificités allotypiques;Comportent 2 domaines constants;Comportent un domaine variable;a|e;2
33ed37318700e9e1c02770ad66d766c8245c800e5cfa185389539a241adfd542;Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant les préparations pour nutrition parentérale?;Elles servent uniquement à assurer l'apport calorique nécessaire au malade;Les émulsions lipidiques renferment de l'huile de soja;Les préparations lipidiques contiennent des lécithines pour apporter des acides gras insaturés essentiels;Dans les solutions d'acides aminés, la proportion d'acides aminés essentiels doit être la plus élevée possible;Un litre d'Intralipide à 20% apporte plus de calories qu'un litre de solution de glucose à 30%;b|e;2
f9c45b61f21f614e703a77e3bba25eccf188755b3aa8554d5203c524212ee65e;Quelle est (sont) la (les) proposition(s) exactes? Pour avoir la meilleure biodisponibilité d'un principe très lipophile (à coefficient de partage élevé), il est conseillé:;De faire avaler sans eau;De le présenter sous forme micronisée;De le présenter en comprimé gastro-résistant;De le faire avaler au cours d'un repas riche en lipides;De le faire avaler le soir au coucher;b|d;2
511276289bf8729252abd750a39a525788d5b02f71acd48e4c0610c48d773b75;Parmi les diurétiques suivants, indiquez celui (ceux) qui est (sont) diurétique(s) de l'anse de Henlé;Amiloride;Furosémide;Spironolactone;Mannitol;Bumétanide;b|e;2
985ef0424387b364afd062769016dac517284044df0026dc1fca3a864cb25f08;Parmi laquelle (lesquelles) des situations infectieuses suivantes observe-t-on une hyper éosinophilie sanguine;Aspergillose;Amibiase hépatique;Candidose profonde;Bilharziose urinaire;Anguillulose;d|e;2
b213a890ad8d62da37900ad844fec099c5ba174a57fa3a723208084fea271703;Les phénols peuvent classiquement être dosés par:;Protométrie en solvant acide;Protométrie en solvant basique;Spectrophotométrie dans l'U.V.;Photomètrie après copulation avec un sel de diazonium;Photomètrie après transformation en indophénol;b|c|d|e;4
a1e4a9614e01b0bf9b2e5ab8f435347d5f295fd849e1564bb35ab4343e34d1f7;Parmi les parasitoses suivantes, laquelle (lesquelles) est (sont) susceptible(s) d'être observée(s) chez un guadeloupéen venu en métropole et n'ayant effectué aucun autre voyage?;Paludisme à Plasmodium ovale;Bilharziose urogénitale à Schistosoma haematobium;Ankylostomiase;Strongyloïdose;Bilharziose intestinale à Schistosoma mansoni;c|d|e;3
0bbd9139b22c5773c50209972881b4eef0028bcad5acd10f58c5bac112932c4b;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? Les inhibiteurs calciques peuvent exercer leur activité antiangineuse par :;Un effet inotrope négatif direct;Un effet chronotrope positif;Une vasodilatation coronaire;Un effet analgésique;Une vasodilatation veineuse;a|c;2
9955b3bd68ee708701212c41f32fb386a7930d21445c61a02e509f39cea05b97;Dans le système ABO, les antigènes:;Sont présents dès le stade érythroblaste;Ont une partie terminale lipidique;Peuvent se retrouver dans la salive;Permettent d'effectuer le groupage;Peuvent être modifiés dans certaines hémopathies;a|c|d|e;4
8f50481b403460ea855ddad6782915498129d4475741235dac171e1c604aa711;Une insuffisance rénale peut être causée par le :;Le Méthanol;Le trichloréthylène;L'éthylène glycol;L'éthanol;Le chloroforme;c;1
2f1e23e185baf9fbce618db0b228e92e50644c0c4383099b981f4a475fa60ed6;Indiquez la ou les réponses exactes: Les lymphocytes B:;Représentent plus de 50% des lymphocytes circulants;Possèdent des récepteurs pour l'antigène constitués de : 2 chaînes alpha et de 2 chaînes bêta;Sont mis en évidence par le test des rosettes E (mouton);Possèdent un récepteur pour le virus Epstein-Barr;Donnent naissance aux mastocytes qui secrètent des anticorps;d;1
44c1d48126f3b62e47af6859c3689cd382856227efd30ceb6ac4d4a6d465dc0f;Cochez la ou les réponses exactes: L'hémoglobine A:;Comporte deux atomes de fer ferrique par molécule;Est une protéine allostérique;Présente une fonction de saturation à l'oxygène identique à celle de la myoglobine;Est catabolisée en partie en bilirubine;Voit son affinité pour l'oxygène diminuer si le pH diminue;b|d|e;3
c0c82f37a5016cdadff021a77d2ab97fbcbd7f5112766db917afcde7ba844820;La présentation d'un antigène au lymphocyte T CD4 sous une forme immunogène, met en jeu :;Une internalisation et une dégradation de cet antigène;Une synthèse d'IgM;Une production de radicaux libres oxygénés;L'intervention de molécules du CMH de classe II;L'implication d'un récepteur de la famille du TNF récepteur;a|d;2
58c0250db4672ff88304fbba5426e1a243697258119a02d8b279f518dd830d3f;Les 3 nucléides de l'hydrogène, H(A=1,Z=1), H(A=2,Z=1) et H(A=3,Z=1) sont:;Des isotones;Des isomères;Des isobares;Des isotopes;Des isothermes;d;1
2dacc0b72a605604287e0f7a5ac5b674401aa8c73f36091e2cbbf53d71eaabf9;Quelle est la protéine dont la concentration plasmatique, chez un sujet normal, est la plus élevée ?;Préalbumine;Albumine;CRP;IgG;Fibrinogène;b;1
0b73770a8c5a5cc3db2963258fe12ea32f626f7a1cbfbc4b8903a546e6ae5e35;Parmi ces effets des glucocorticoïdes utilisés au long cours, lequel est faux ?;Atrophie corticosurrénalienne;Hypercorticisme;Immunostimulation;Rétention sodée;Fuite de potassium;c;1
d220dfa2a76429b08798d1e9f2fa449f6003c168e70ce3b8cf91721c1b391d6b;Parmi les propositions suivantes concernant la filtration stérilisante, une seule est inexacte, laquelle ?;Elle est réalisée sur des filtres de porosité de 0,22 micromètre;Elle permet d'obtenir des gaz ou des solutions stériles;Elle s'opère le plus généralement sur des membranes d'esters de cellulose;Elle permet d'obtenir la stérilité des suspensions injectables de principes actifs thermosensibles;Elle ne permet pas de retenir les endotoxines bactériennes;d;1
6eabd79c1c8709f37dd1d5e494835c9ba94bb9909e6a76baae97990c93d43b74;Quelle est la base qui n'existe pas dans une molécule d'ADN ?;Adénine;Cytosine;Uracile;Thymine;Guanine;c;1
0a0c3115c04ce655f8cc5fbd9a54b2966524c86c71e7285e30366af8ab7260d4;parmi les préparations d'insuline, laquelle ou lesquelles nécessite(nt) deux injections par jour?;Suspension d'Insuline Protamine Zinc;Suspension d'Insuline lente monocomposée;Suspension d'insuline Zinc cristallisée;Suspension d'Insuline Zinc Semi-Tardum;Suspension d'Insuline Zinc amorphe;d|e;2
8b34c8eff46a7a9158486a053e958b94d6eb9485decd3e0696fc904b346f968d;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? La biodisponibilité des médicaments:;Renseigne sur la résorption du médicament;Dépend de la liaison du médicament aux protéines plasmatiques;Dépend de l'effet du premier passage hépatique;Dépend des propriétés physico-chimiques du médicament;Dépend de la clairance totale du médicament;a|c|d;3
6f1cf5072208ab5dbbeadaa06ca34521626095f030bb1d47b55f1447814b25d4;Parmi les enzymes suivantes, quelle(s) est (sont) celle(s) qui est (sont) impliquée(s) dans la dégradation du glucose dans le muscle:;Pyruvate kinase;Pyruvate carboxylase;Lactate deshydrogénase;Hexokinase;Glucokinase;a|c;2
eea47a9cea0d1cda9d706591adfe1f1dd0a57610393e4715fd1523a74b297ab8;Parmi les affirmations suivantes, laquelle (lesquelles) est (sont) exacte(s)?;"La streptomycine (STREPTOMYCINE) est un antituberculeux de ""première intention""";La kanamycine (KAMYCINE) est un antituberculeux néphrotoxique;Le traitement d'attaque utilisant 4 antituberculeux (rifampicine + isoniazide + éthambutol + pyrazinamid) raccourcit à 6 mois la durée du traitement;Le pyrazinamide (PIRILENE) entraîne une toxicité oculaire;L'éthambutol (DEXAMBUTOL) est un antituberculeux ototoxique;b|c;2
cc3f6fb818db612e6513d48feaded4157fb4a73c53b71ea5a57991822081c706;Parmi les caractères suivants, lequel (lesquels) concerne(nt) le KETOCONAZOLE?;Non hydrosoluble;Inhibe la synthèse de l'ergostérol;Est un dérivé pyrimidique;Agit uniquement sur les levures;Possède une toxicité hépatique;a|b|e;3
215f734d0f9d24c29e22dcc388f20971832dd1c910d9eee462ce2d9320c5617c;Quel(s) est (sont) le(s) champignon(s) exclusivement anthropophile(s);Trichophyton rubrum;Cryptococcus neoformans;Epidermophyton floccosum;Trichophyton mentagrophytes;Aspergillus fumigatus;a|c;2
047f7180dc552f30ee631848ecc871b74688f6bcf972e855030c2be05c0e3b00;Parmi les propositions suivantes concernant le trichloréthylène, indiquer celle(s) qui est ou sont exacte(s)?;Le trichloréthylène est un hydrocarbure halogéné aromatique;Le trichloréthylène peut entraîner des toxicomanies;Les troubles cardiaques qu'il entraîne sont responsables de la gravité de l'intoxication;Le trichloréthylène présente une faible affinité pour le tissu adipeux;Le trichloréthylène dans l'organisme subit un métabolisme oxydatif;b|c|e;3
eb6503013e09d1c84967cc730d8c985418c490f6c3d1bc4dfbeeef027ee5c29c;Une hyponatriurie s'observe généralement au cours:;Du syndrome néphrotique primitif;De la cirrhose avec ascite;De l'hypoaldostéronisme;De l'insuffisance rénale fonctionnelle;Des régimes désodés;a|b|d|e;4
8141782779c50e4ca25327d7a3b320f316b2ae965ecf45489397cc224f541d53;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? La transformation de la méthémoglobine en hémoglobine utilise:;La méthionine;Le glutathion réduit;La cystéine;La cytochrome b réductase;La vitamine C;b|e;2
686477a00e4d94133caf47761ee3ee39524ddc0a39fb34fface315a425e5e6cc;Un ictère à bilirubine exclusivement non conjuguée (indirecte) est observée dans :;La cirrhose hépatique;L'hépatite virale;Les anémies hémolytiques;Les cholestases;Les déficits complets en glucuronyl tranférase hépatique;c|e;2
8fd86aafc48a090f39676295059d1289a8767f74538fe6f954ac141e9cb64f34;Une seule (plusieurs) proposition(s) constitue(nt) la (les) réponse(s) attendue(s): L'oxycarbonisme chronique survient:;Chez les grands fumeurs;Après exposition aux solvants aromatiques;Après exposition au tétrachlorure de carbone;Après exposition au chloroforme;Après exposition au dichlorométhane;a|e;2
961fbf8c4175f0c78280c7ddfc9c58e10c30e60207b71ff5a1279430db8bec23;Le vaccin antigrippal:;Est un vaccin à virus inactivé;Est modifié en fonction des données épidémiologiques;Est administré en général au printemps;Est obligatoire dès l'âge de 1 an;N'est pas contre-indiqué chez la femme enceinte;a|b|e;3
6b92757ed3720dc210073a7d17bb55db4768beba219b9656b24e7fbcfe7322f2;Le diagnostic d'infection urinaire à E. coli repose sur les éléments suivants. Cochez le(s) élément(s) qui contribue(nt) au diagnostic:;Leucocytes > 100.000 /ml;100.000 E.coli/ml;Nombreux cocci Gram(+) à l'examen direct;Bacilles acido-alcoolo-résistants à l'examen direct;Glycosurie (+);a|b;2
146bb51736c5ed07efeb1e4bc5d31a0805ec937e31b066c8e50884b7251c8718;Parmi les propositions suivantes, indiquez la ou les espèces microbiennes responsables de syndromes dysentériques:;Candida albicans;Giardia intestinalis;Taenia saginata;Shigella sonnei;Poliovirus;b|d;2
3942d6500c7f8fd5d76bfee9c73bbe454fa1a6ecbeaddd596ec7cf1c2b7327ab;Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? Le coefficient d'extinction molaire d'une substance absorbante peut:;Varier avec la température;Varier avec la longueur d'onde;Etre modifié par la nature du solvant;Varier avec la longueur du trajet optique;Etre identique à 2 longueur d'ondes différentes;a|b|c|e;4
e4da25dcf9a5d8ddc639cb5a492413939d700f557270ca0a6693228ee390f290;Parmi les propositions suivantes concernant la spectrophotométrie UV-visible, laquelle (lesquelles) est (sont) exacte(s)?;Les carbures saturés n'absorbent pas dans l'ultra-violet proche;Une substance incolore absorbe dans la zone de longueur d'onde comprise entre 400 à 700 nm;La conjugaison des liaisons multiples déplace le maximum d'absorption de la molécule vers les grandes longueurs d'onde;Le solvant n'influence pas l'absorption des substances dissoutes;Les groupements fonctionnels porteurs d'hétéroatomes sont auxochromes;a|c|e;3
388b84c3f58c5b76e6c6636d961736621e325e69061798fd2fc7b484c1e06e0a;Parmi les questions suivantes concernant la prévention, une seule est fausse. Laquelle ?;Le dépistage est une mesure de prévention primaire;La prévention secondaire a pour objectif de diminuer la prévalence d'une maladie;La prévention tertiaire a pour objectif de diminuer la prévalence des complications d'une maladie;L'hygiène corporelle est une mesure de prévention primaire;La vitaminothérapie est une mesure de prévention tertiaire de la maladie alcoolique;a;1
